gas_meter_id,object_type
216,Residential object
215,Residential object
214,Residential object
213,Commercial object
212,Residential object
211,Commercial object
210,Commercial object
209,Commercial object
208,Residential object
207,Commercial object
206,Commercial object
205,Commercial object
204,Commercial object
203,Commercial object
202,Residential object
201,Commercial object
200,Commercial object
199,Residential object
198,Commercial object
197,Residential object
196,Residential object
195,Commercial object
194,Commercial object
193,Residential object
192,Commercial object
191,Residential object
190,Residential object
189,Commercial object
188,Residential object
187,Residential object
186,Residential object
185,Residential object
184,Commercial object
183,Commercial object
182,Commercial object
181,Commercial object
180,Residential object
179,Commercial object
178,Commercial object
177,Residential object
176,Residential object
175,Residential object
174,Residential object
173,Residential object
172,Commercial object
171,Residential object
170,Commercial object
169,Residential object
168,Commercial object
167,Residential object
166,Commercial object
165,Residential object
164,Residential object
163,Commercial object
162,Commercial object
161,Commercial object
160,Commercial object
159,Commercial object
158,Commercial object
157,Residential object
156,Commercial object
155,Commercial object
154,Commercial object
153,Commercial object
152,Commercial object
151,Residential object
150,Commercial object
149,Residential object
148,Residential object
147,Residential object
146,Residential object
145,Commercial object
144,Commercial object
143,Commercial object
142,Commercial object
141,Commercial object
140,Commercial object
139,Residential object
138,Residential object
137,Commercial object
136,Commercial object
135,Commercial object
134,Residential object
133,Residential object
132,Residential object
131,Commercial object
130,Commercial object
129,Residential object
128,Residential object
127,Commercial object
126,Commercial object
125,Residential object
124,Commercial object
123,Residential object
122,Residential object
121,Commercial object
120,Residential object
119,Residential object
118,Residential object
117,Commercial object
116,Residential object
115,Commercial object
114,Commercial object
113,Commercial object
112,Residential object
111,Commercial object
110,Residential object
109,Residential object
108,Commercial object
107,Residential object
106,Residential object
105,Residential object
104,Commercial object
103,Residential object
102,Commercial object
101,Residential object
100,Commercial object
99,Commercial object
98,Commercial object
97,Commercial object
96,Commercial object
95,Commercial object
94,Residential object
93,Commercial object
92,Commercial object
91,Residential object
90,Commercial object
89,Residential object
88,Commercial object
87,Commercial object
86,Residential object
85,Commercial object
84,Residential object
83,Residential object
82,Commercial object
81,Commercial object
80,Residential object
79,Residential object
