service_type_id,service_name,utility_company_id
138,Advising on the choice of energy-efficient technologies and equipment for households,2998
1727,Organizing regular garbage collection and its subsequent disposal,5960
2398,Provision of district heating services for apartment buildings,3164
1659,Advising on the choice of energy-efficient technologies and equipment for households,6756
110,Installing modern electricity meters to accurately record consumption,606
606,Conducting seminars and trainings on energy efficiency for residents and businesses,1610
813,Supply of electricity for lighting and household needs of the residents,1553
1771,Advising on the choice of energy-efficient technologies and equipment for households,126
1190,Repair and replacement of the heating system in residential premises,6300
50,Regular maintenance of elevators in residential buildings,5930
557,Installing modern electricity meters to accurately record consumption,3029
1853,Supply of drinking water for residents and businesses,4457
1379,Repair and replacement of the heating system in residential premises,421
1566,Conducting seminars and trainings on energy efficiency for residents and businesses,4677
502,Provision of district heating services for apartment buildings,6660
523,Supply of drinking water for residents and businesses,6330
2590,Repair and replacement of the heating system in residential premises,5692
547,Organizing regular garbage collection and its subsequent disposal,2771
785,Installation of energy-efficient lighting and heating systems,6988
