services_id,rate_amount,service_type,rate_name,rate_category
1103,99.3,Repair,Heating,Preferential tariffs
770,89.6,Servicing,Electricity supply,Tariffs for industry
920,77.1,Energy supply,Gas supply,Standard tariffs
289,76.3,Installation of equipment,Drainage,Individual tariffs
3656,72.2,Energy supply,Heating,Discounted rates
3810,89.1,Repair,Electricity supply,Tariffs for industry
1125,88.5,Energy supply,Water supply,Preferential tariffs
1897,91.7,Consulting,Gas supply,Combined tariffs
3002,51.4,Installation of equipment,Electricity supply,Tariffs for industry
2704,56.2,Consulting,Heating,Standard tariffs
2783,90.0,Consulting,Drainage,Economy tariffs
1878,63.5,Energy supply,Drainage,Discounted rates
1652,57.7,Consulting,Electricity supply,Economy tariffs
1781,58.6,Repair,Electricity supply,Tariffs for industry
1261,54.3,Servicing,Gas supply,Combined tariffs
3068,63.7,Consulting,Water supply,Discounted rates
202,97.7,Consulting,Drainage,Individual tariffs
2730,62.1,Energy supply,Drainage,Preferential tariffs
3835,93.0,Installation of equipment,Gas supply,Preferential tariffs
3317,70.4,Servicing,Drainage,Economy tariffs
904,58.5,Consulting,Drainage,Preferential tariffs
2350,96.0,Installation of equipment,Gas supply,Discounted rates
1187,57.1,Installation of equipment,Drainage,Individual tariffs
596,93.4,Installation of equipment,Water supply,Tariffs for industry
3826,85.9,Repair,Heating,Standard tariffs
1711,55.5,Repair,Gas supply,Discounted rates
1143,51.7,Repair,Gas supply,Tariffs for industry
795,53.1,Installation of equipment,Gas supply,Preferential tariffs
1166,93.2,Installation of equipment,Electricity supply,Economy tariffs
71,60.5,Energy supply,Gas supply,Combined tariffs
2506,56.5,Servicing,Heating,Tariffs for industry
954,65.3,Consulting,Gas supply,Preferential tariffs
1643,84.0,Consulting,Water supply,Standard tariffs
2828,53.0,Servicing,Gas supply,Standard tariffs
3995,54.7,Energy supply,Gas supply,Discounted rates
2163,64.0,Consulting,Electricity supply,Combined tariffs
3737,58.0,Installation of equipment,Water supply,Economy tariffs
573,88.3,Installation of equipment,Electricity supply,Standard tariffs
3609,74.8,Energy supply,Heating,Tariffs for industry
3779,90.8,Installation of equipment,Heating,Standard tariffs
1986,88.9,Consulting,Water supply,Tariffs for industry
3865,78.9,Consulting,Electricity supply,Discounted rates
1582,79.3,Installation of equipment,Electricity supply,Preferential tariffs
2170,67.9,Energy supply,Electricity supply,Standard tariffs
1646,77.0,Repair,Drainage,Discounted rates
2952,55.3,Servicing,Heating,Preferential tariffs
2234,73.6,Installation of equipment,Heating,Combined tariffs
1431,72.0,Installation of equipment,Drainage,Individual tariffs
3428,96.8,Consulting,Electricity supply,Tariffs for industry
1740,66.2,Energy supply,Electricity supply,Economy tariffs
2792,96.5,Consulting,Heating,Economy tariffs
2152,86.9,Installation of equipment,Water supply,Discounted rates
833,80.8,Installation of equipment,Water supply,Individual tariffs
531,91.2,Installation of equipment,Drainage,Individual tariffs
472,87.3,Energy supply,Drainage,Standard tariffs
1032,57.9,Energy supply,Heating,Individual tariffs
406,71.8,Installation of equipment,Heating,Tariffs for industry
916,77.3,Installation of equipment,Electricity supply,Economy tariffs
394,99.4,Consulting,Electricity supply,Combined tariffs
3357,94.6,Consulting,Electricity supply,Tariffs for industry
2118,69.9,Servicing,Electricity supply,Standard tariffs
1734,78.9,Repair,Electricity supply,Combined tariffs
3489,82.6,Consulting,Gas supply,Combined tariffs
885,93.8,Servicing,Gas supply,Individual tariffs
2185,84.5,Repair,Heating,Preferential tariffs
272,57.3,Repair,Gas supply,Preferential tariffs
3795,74.2,Repair,Heating,Tariffs for industry
155,63.6,Repair,Heating,Economy tariffs
3993,79.2,Servicing,Electricity supply,Individual tariffs
639,84.0,Consulting,Heating,Standard tariffs
2450,57.8,Repair,Electricity supply,Individual tariffs
360,85.4,Repair,Drainage,Standard tariffs
1306,86.5,Installation of equipment,Heating,Tariffs for industry
3066,91.2,Energy supply,Gas supply,Combined tariffs
2767,93.1,Servicing,Gas supply,Individual tariffs
2904,71.4,Servicing,Drainage,Tariffs for industry
2908,66.4,Energy supply,Water supply,Preferential tariffs
2349,85.8,Consulting,Water supply,Discounted rates
3343,60.9,Repair,Electricity supply,Economy tariffs
575,77.1,Installation of equipment,Electricity supply,Tariffs for industry
1352,69.1,Energy supply,Electricity supply,Individual tariffs
2513,83.2,Consulting,Electricity supply,Discounted rates
3352,56.2,Repair,Gas supply,Combined tariffs
96,91.4,Energy supply,Electricity supply,Preferential tariffs
1225,58.5,Installation of equipment,Electricity supply,Individual tariffs
1179,67.3,Repair,Water supply,Tariffs for industry
3579,83.1,Servicing,Drainage,Standard tariffs
2985,92.4,Consulting,Drainage,Economy tariffs
1,95.5,Installation of equipment,Heating,Combined tariffs
3571,73.3,Repair,Drainage,Combined tariffs
1108,98.1,Installation of equipment,Water supply,Tariffs for industry
1655,94.9,Consulting,Heating,Preferential tariffs
2189,78.4,Installation of equipment,Heating,Preferential tariffs
3566,82.8,Repair,Water supply,Standard tariffs
2208,50.7,Installation of equipment,Drainage,Combined tariffs
3685,96.3,Energy supply,Gas supply,Combined tariffs
2638,61.0,Energy supply,Gas supply,Individual tariffs
1298,66.6,Repair,Gas supply,Individual tariffs
2920,55.8,Servicing,Water supply,Standard tariffs
2561,99.2,Energy supply,Water supply,Tariffs for industry
3625,98.9,Installation of equipment,Heating,Economy tariffs
2922,56.8,Energy supply,Electricity supply,Tariffs for industry
1352,57.1,Servicing,Heating,Combined tariffs
3885,77.7,Energy supply,Gas supply,Discounted rates
2317,50.7,Installation of equipment,Electricity supply,Combined tariffs
2551,81.4,Repair,Drainage,Tariffs for industry
3143,87.9,Energy supply,Drainage,Tariffs for industry
803,82.1,Installation of equipment,Drainage,Discounted rates
613,77.2,Installation of equipment,Gas supply,Tariffs for industry
2516,73.1,Servicing,Gas supply,Standard tariffs
447,89.6,Consulting,Water supply,Preferential tariffs
2255,75.2,Installation of equipment,Heating,Discounted rates
3063,84.4,Consulting,Heating,Combined tariffs
2038,98.7,Repair,Heating,Preferential tariffs
2178,89.2,Consulting,Gas supply,Combined tariffs
3600,80.9,Servicing,Drainage,Preferential tariffs
1018,51.5,Energy supply,Heating,Tariffs for industry
2395,83.9,Installation of equipment,Gas supply,Economy tariffs
719,65.0,Energy supply,Drainage,Combined tariffs
766,88.7,Installation of equipment,Gas supply,Individual tariffs
67,83.5,Installation of equipment,Electricity supply,Tariffs for industry
1297,70.8,Repair,Gas supply,Preferential tariffs
1701,98.9,Servicing,Drainage,Preferential tariffs
2523,62.1,Consulting,Water supply,Combined tariffs
3033,79.5,Consulting,Drainage,Standard tariffs
2705,84.8,Installation of equipment,Heating,Tariffs for industry
2002,57.2,Installation of equipment,Drainage,Discounted rates
1895,81.1,Installation of equipment,Gas supply,Individual tariffs
620,52.0,Servicing,Gas supply,Standard tariffs
1824,87.7,Consulting,Gas supply,Preferential tariffs
3990,78.4,Energy supply,Gas supply,Combined tariffs
3253,68.5,Energy supply,Heating,Standard tariffs
2448,71.9,Consulting,Heating,Standard tariffs
1732,77.7,Installation of equipment,Gas supply,Discounted rates
2630,50.4,Consulting,Drainage,Preferential tariffs
455,74.4,Servicing,Drainage,Individual tariffs
3493,86.1,Installation of equipment,Water supply,Discounted rates
3700,96.1,Installation of equipment,Gas supply,Standard tariffs
3519,58.0,Consulting,Heating,Standard tariffs
3738,78.3,Energy supply,Heating,Preferential tariffs
3244,82.9,Installation of equipment,Drainage,Standard tariffs
67,54.5,Installation of equipment,Water supply,Economy tariffs
699,94.2,Installation of equipment,Electricity supply,Tariffs for industry
2943,90.9,Energy supply,Drainage,Individual tariffs
1151,91.5,Installation of equipment,Electricity supply,Standard tariffs
1219,91.3,Servicing,Heating,Discounted rates
1890,95.8,Repair,Electricity supply,Standard tariffs
1414,99.4,Consulting,Heating,Economy tariffs
1787,91.4,Energy supply,Electricity supply,Economy tariffs
2451,51.6,Consulting,Gas supply,Preferential tariffs
2054,89.4,Repair,Drainage,Discounted rates
2779,64.5,Energy supply,Gas supply,Preferential tariffs
3396,50.2,Repair,Electricity supply,Individual tariffs
3652,97.0,Installation of equipment,Electricity supply,Standard tariffs
1904,52.2,Installation of equipment,Gas supply,Economy tariffs
2211,90.0,Energy supply,Electricity supply,Economy tariffs
3653,54.6,Repair,Water supply,Preferential tariffs
705,55.8,Consulting,Electricity supply,Combined tariffs
894,72.7,Repair,Water supply,Individual tariffs
1645,75.1,Repair,Gas supply,Combined tariffs
1185,83.5,Consulting,Electricity supply,Combined tariffs
1910,88.1,Consulting,Drainage,Tariffs for industry
1397,59.4,Consulting,Heating,Standard tariffs
535,62.8,Consulting,Electricity supply,Discounted rates
726,70.7,Installation of equipment,Gas supply,Discounted rates
1792,66.5,Repair,Gas supply,Standard tariffs
2913,96.3,Energy supply,Electricity supply,Individual tariffs
3178,88.5,Servicing,Heating,Tariffs for industry
339,60.0,Energy supply,Drainage,Individual tariffs
3667,92.2,Energy supply,Gas supply,Preferential tariffs
968,73.4,Servicing,Electricity supply,Individual tariffs
2624,98.0,Consulting,Drainage,Economy tariffs
2855,84.5,Energy supply,Electricity supply,Combined tariffs
538,66.8,Repair,Drainage,Economy tariffs
3154,91.3,Consulting,Heating,Discounted rates
3217,83.0,Installation of equipment,Heating,Individual tariffs
3837,56.6,Energy supply,Gas supply,Preferential tariffs
450,80.3,Servicing,Gas supply,Preferential tariffs
163,98.8,Consulting,Heating,Tariffs for industry
1346,55.2,Consulting,Drainage,Individual tariffs
2828,63.8,Energy supply,Drainage,Tariffs for industry
707,94.3,Servicing,Heating,Economy tariffs
148,87.9,Servicing,Gas supply,Discounted rates
3630,97.9,Installation of equipment,Drainage,Tariffs for industry
1788,77.7,Repair,Water supply,Tariffs for industry
1158,51.1,Repair,Gas supply,Individual tariffs
2289,83.4,Servicing,Drainage,Standard tariffs
3811,73.2,Repair,Heating,Combined tariffs
3590,67.4,Servicing,Heating,Economy tariffs
3286,83.0,Repair,Drainage,Standard tariffs
2192,70.8,Energy supply,Drainage,Tariffs for industry
2687,75.9,Repair,Drainage,Discounted rates
3292,63.0,Installation of equipment,Water supply,Discounted rates
620,99.7,Repair,Electricity supply,Combined tariffs
505,70.3,Installation of equipment,Electricity supply,Tariffs for industry
3349,95.7,Installation of equipment,Gas supply,Standard tariffs
1371,60.4,Consulting,Drainage,Preferential tariffs
2705,55.4,Servicing,Water supply,Discounted rates
3398,93.9,Servicing,Heating,Preferential tariffs
3707,69.6,Repair,Electricity supply,Economy tariffs
1008,58.9,Repair,Water supply,Standard tariffs
131,54.5,Repair,Gas supply,Preferential tariffs
3627,77.0,Repair,Water supply,Economy tariffs
3862,54.6,Servicing,Electricity supply,Individual tariffs
3711,78.2,Installation of equipment,Gas supply,Combined tariffs
2484,64.6,Repair,Drainage,Combined tariffs
3048,78.1,Energy supply,Gas supply,Tariffs for industry
3787,58.6,Repair,Gas supply,Tariffs for industry
923,90.9,Installation of equipment,Heating,Tariffs for industry
527,88.6,Consulting,Electricity supply,Combined tariffs
3228,54.5,Repair,Electricity supply,Standard tariffs
2450,94.7,Servicing,Electricity supply,Standard tariffs
2120,62.9,Installation of equipment,Drainage,Standard tariffs
724,51.0,Servicing,Drainage,Discounted rates
3883,64.6,Energy supply,Drainage,Economy tariffs
1568,69.5,Energy supply,Electricity supply,Standard tariffs
598,71.2,Servicing,Electricity supply,Economy tariffs
3874,89.4,Servicing,Water supply,Individual tariffs
2536,99.6,Consulting,Gas supply,Individual tariffs
3541,96.2,Installation of equipment,Electricity supply,Discounted rates
2642,67.9,Energy supply,Water supply,Standard tariffs
1054,76.3,Consulting,Drainage,Standard tariffs
3628,76.7,Servicing,Heating,Individual tariffs
3656,92.8,Energy supply,Water supply,Tariffs for industry
1043,59.6,Servicing,Electricity supply,Preferential tariffs
260,51.9,Installation of equipment,Heating,Tariffs for industry
995,81.9,Servicing,Heating,Preferential tariffs
1203,56.2,Consulting,Water supply,Economy tariffs
3903,92.9,Repair,Water supply,Individual tariffs
418,61.4,Installation of equipment,Drainage,Individual tariffs
3770,57.0,Repair,Water supply,Preferential tariffs
960,78.5,Consulting,Gas supply,Preferential tariffs
2850,69.5,Installation of equipment,Electricity supply,Discounted rates
2549,86.9,Installation of equipment,Gas supply,Preferential tariffs
1359,56.0,Servicing,Electricity supply,Preferential tariffs
3540,56.8,Installation of equipment,Electricity supply,Discounted rates
3071,62.9,Energy supply,Drainage,Discounted rates
2978,89.9,Installation of equipment,Water supply,Tariffs for industry
1018,57.3,Energy supply,Gas supply,Economy tariffs
3046,90.1,Consulting,Electricity supply,Tariffs for industry
3584,59.0,Installation of equipment,Gas supply,Tariffs for industry
3879,97.2,Installation of equipment,Heating,Discounted rates
3408,75.2,Installation of equipment,Gas supply,Preferential tariffs
488,56.1,Servicing,Electricity supply,Standard tariffs
3592,89.9,Repair,Heating,Preferential tariffs
987,85.2,Installation of equipment,Gas supply,Preferential tariffs
2684,73.7,Installation of equipment,Water supply,Discounted rates
3024,80.0,Repair,Electricity supply,Combined tariffs
2372,86.2,Servicing,Heating,Discounted rates
203,55.0,Installation of equipment,Electricity supply,Standard tariffs
515,51.2,Consulting,Electricity supply,Tariffs for industry
3192,65.9,Servicing,Electricity supply,Combined tariffs
3893,73.6,Energy supply,Gas supply,Individual tariffs
2690,90.4,Servicing,Water supply,Tariffs for industry
779,64.0,Repair,Water supply,Preferential tariffs
512,76.9,Servicing,Gas supply,Discounted rates
3137,58.5,Energy supply,Electricity supply,Discounted rates
2561,91.0,Servicing,Electricity supply,Standard tariffs
1578,83.3,Energy supply,Drainage,Tariffs for industry
1841,70.4,Repair,Electricity supply,Preferential tariffs
2765,71.7,Consulting,Electricity supply,Standard tariffs
3031,91.5,Installation of equipment,Water supply,Preferential tariffs
540,77.1,Servicing,Electricity supply,Individual tariffs
142,99.6,Repair,Heating,Preferential tariffs
3790,69.9,Energy supply,Heating,Individual tariffs
2151,81.1,Servicing,Electricity supply,Combined tariffs
1823,60.2,Consulting,Gas supply,Combined tariffs
2610,51.7,Servicing,Heating,Standard tariffs
1794,76.1,Consulting,Water supply,Combined tariffs
3815,95.7,Servicing,Gas supply,Combined tariffs
1921,50.5,Installation of equipment,Gas supply,Individual tariffs
72,75.7,Repair,Drainage,Combined tariffs
2704,86.6,Consulting,Heating,Tariffs for industry
917,85.9,Repair,Gas supply,Economy tariffs
1014,72.1,Installation of equipment,Water supply,Preferential tariffs
